,equity
2026-06-11,136045.05745634178
2026-06-12,136845.63862175107
2026-06-15,141144.4641090158
2026-06-16,138461.95534355298
2026-06-17,137067.5960477662
2026-06-18,140503.2495846274
2026-06-22,140150.56374425715
2026-06-23,135535.54626466308
2026-06-24,134960.09043957116
2026-06-25,136054.01556436621
2026-06-26,134181.42896733843
2026-06-29,137516.39632822023
2026-06-30,139856.198478046
2026-07-01,137723.39651425323
2026-07-02,135336.12317906338
2026-07-06,137277.10273215853
2026-07-07,134734.08314795754
2026-07-08,135115.8250914646
2026-07-09,137364.4678123367
2026-07-10,137787.98333431067
2026-07-13,135172.78804238458
2026-07-14,136682.65158872036
2026-07-15,136312.30466889087
2026-07-16,134071.26243280413
2026-07-17,132056.22748833103
2026-07-20,132194.86969976645
2026-07-21,134646.71825789605
2026-07-22,133959.2046174993
2026-07-23,131416.20822753373
2026-07-24,129948.13004689928
2026-07-27,129547.40438216373
2026-07-28,128288.24105268493
2026-07-29,125674.94901888045
2026-07-30,129818.97979113646
2026-07-31,130662.22808342666
2026-08-03,132956.4505187756
2026-08-04,137472.70808463063
2026-08-05,136228.74572472257
2026-08-06,135725.46560735579
2026-08-07,137316.98502985493
2026-08-10,136906.75581232904
2026-08-11,136447.15234143412
2026-08-12,137444.23221761282
2026-08-13,139033.848572107
2026-08-14,138843.9292294143
2026-08-17,138616.01886979572
2026-08-18,136268.62802241897
2026-08-19,135997.04101632853
2026-08-20,135018.95645849608
2026-08-21,135495.66396696668
2026-08-24,134143.43814052927
2026-08-25,134979.07435091637
2026-08-26,135102.52718989877
2026-08-27,136952.33552680587
2026-08-28,136063.51911715654
2026-08-31,136126.19127209135
2026-09-01,134394.12657015183
2026-09-02,134697.9953891533
